	identifier	file	clip	clip_soft	scale	sum_stat	strand_pair	description	assay	source	group	strand
6398	ENCFF096UCI+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6399	RNA:ovary tissue female adult (47 years)	rna	encode	encode-rna	+
6400	ENCFF639BWZ	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6400	RNA:heart tissue male embryo (120 days)	rna	encode	encode-rna	.
6401	ENCFF638TAY+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6402	RNA:neurosphere embryo (15 weeks) originated from ganglionic eminence	rna	encode	encode-rna	+
6403	ENCFF804UGI+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6404	RNA:chorionic villus tissue female embryo (40 weeks)	rna	encode	encode-rna	+
6405	ENCFF652ISB+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6406	RNA:smooth muscle cell originated from H9	rna	encode	encode-rna	+
6407	ENCFF196HWN+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6408	RNA:middle frontal area 46 tissue male adult (71 years)	rna	encode	encode-rna	+
6409	ENCFF205IED	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6409	RNA:K562 treated with 5 uM MB-3 for 12 hours	rna	encode	encode-rna	.
6410	ENCFF856SMT+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6411	RNA:HepG2 nuclear fraction	rna	encode	encode-rna	+
6412	ENCFF035GJD+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6413	RNA:middle frontal area 46 tissue female adult (90 or above years)	rna	encode	encode-rna	+
6414	ENCFF381TII+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6415	RNA:with Alzheimer's disease, Cognitive impairment; middle frontal area 46 tissue female adult (87 years)	rna	encode	encode-rna	+
6416	ENCFF994NAN+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6417	RNA:HepG2 nuclear fraction	rna	encode	encode-rna	+
6418	ENCFF127NDE	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6418	RNA:K562 treated with 1% DMSO for 4 hours	rna	encode	encode-rna	.
6419	ENCFF639UPM	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6419	RNA:large intestine tissue male embryo (108 days)	rna	encode	encode-rna	.
6420	ENCFF225USB+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6421	RNA:HT1080 nuclear fraction	rna	encode	encode-rna	+
6422	ENCFF840VTO	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6422	RNA:thymus tissue male embryo (127 days)	rna	encode	encode-rna	.
6423	ENCFF656OUX+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6424	RNA:pancreas tissue female child (16 years)	rna	encode	encode-rna	+
6425	ENCFF432ENB+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6426	RNA:uterus tissue female adult (51 years)	rna	encode	encode-rna	+
6427	ENCFF906FBF+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6428	RNA:kidney tissue male adult (41 years)	rna	encode	encode-rna	+
6429	ENCFF480GYV+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6430	RNA:OCI-LY7	rna	encode	encode-rna	+
6431	ENCFF432CYV	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6431	RNA:right lung tissue female embryo (98 days)	rna	encode	encode-rna	.
6432	ENCFF434LID+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6433	RNA:spleen tissue male adult (26 years)	rna	encode	encode-rna	+
6434	ENCFF073NKN	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6434	RNA:GM12878	rna	encode	encode-rna	.
6435	ENCFF847OUD+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6436	RNA:omental fat pad tissue male adult (54 years)	rna	encode	encode-rna	+
6437	ENCFF521SQI+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6438	RNA:liver tissue male adult (18 years)	rna	encode	encode-rna	+
6439	ENCFF884CFC	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6439	RNA:muscle of leg tissue male embryo (96 days)	rna	encode	encode-rna	.
6440	ENCFF894JRG	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6440	RNA:IgD-negative memory B cell	rna	encode	encode-rna	.
6441	ENCFF865FLR	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6441	RNA:with multiple sclerosis; naive thymus-derived CD4-positive, alpha-beta T cell	rna	encode	encode-rna	.
6442	ENCFF387UUZ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6443	RNA:sigmoid colon tissue female adult (53 years)	rna	encode	encode-rna	+
6444	ENCFF430LQC	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6444	RNA:muscle of back tissue male embryo (96 days)	rna	encode	encode-rna	.
6445	ENCFF863UAA+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6446	RNA:breast epithelium tissue male adult (37 years)	rna	encode	encode-rna	+
6447	ENCFF942QIE+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6448	RNA:spleen tissue female adult (61 years)	rna	encode	encode-rna	+
6449	ENCFF656PZD	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6449	RNA:muscle of leg tissue male embryo (127 days)	rna	encode	encode-rna	.
6450	ENCFF071TXL+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6451	RNA:esophagus muscularis mucosa tissue female adult (53 years)	rna	encode	encode-rna	+
6452	ENCFF710BHJ	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6452	RNA:K562 treated with 1% DMSO for 24 hours	rna	encode	encode-rna	.
6453	ENCFF689GBG	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6453	RNA:K562 treated with 10 nM Chaetocin for 24 hours	rna	encode	encode-rna	.
6454	ENCFF988EBT+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6455	RNA:esophagus tissue male adult (34 years)	rna	encode	encode-rna	+
6456	ENCFF056NWD+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6457	RNA:placental basal plate tissue embryo (16 weeks)	rna	encode	encode-rna	+
6458	ENCFF876APW	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6458	RNA:K562 treated with 7.5 nM Vorinostat for 12 hours	rna	encode	encode-rna	.
6459	ENCFF507FAA+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6460	RNA:spleen tissue male adult (54 years)	rna	encode	encode-rna	+
6461	ENCFF136YVC+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6462	RNA:suprapubic skin tissue male adult (54 years)	rna	encode	encode-rna	+
6463	ENCFF478XYM	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6463	RNA:naive thymus-derived CD4-positive, alpha-beta T cell	rna	encode	encode-rna	.
6464	ENCFF944XYT+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6465	RNA:K562	rna	encode	encode-rna	+
6466	ENCFF417PPZ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6467	RNA:cardiac atrium fibroblast male child (2 years)	rna	encode	encode-rna	+
6468	ENCFF122XJD+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6469	RNA:activated T-cell male adult (42 years) treated with 50 U/mL Interleukin-2 for 4 hours, anti-CD3 and anti-CD28 coated beads for 4 hours	rna	encode	encode-rna	+
6470	ENCFF823LKJ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6471	RNA:uterus tissue female adult (53 years)	rna	encode	encode-rna	+
6472	ENCFF385SAC	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6472	RNA:K562 treated with 7.5 nM Vorinostat for 4 hours	rna	encode	encode-rna	.
6473	ENCFF132EEP	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6473	RNA:K562 treated with 10 nM Chaetocin for 48 hours	rna	encode	encode-rna	.
6474	ENCFF767MLU+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6475	RNA:epithelial cell of proximal tubule	rna	encode	encode-rna	+
6476	ENCFF195SMK	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6476	RNA:adrenal gland tissue female embryo (85 days)	rna	encode	encode-rna	.
6477	ENCFF996KKA	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6477	RNA:stomach tissue male embryo (127 days)	rna	encode	encode-rna	.
6478	ENCFF642WCG	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6478	RNA:K562 treated with 25 uM Galeterone for 24 hours	rna	encode	encode-rna	.
6479	ENCFF669XAP	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6479	RNA:left renal cortex interstitium tissue male embryo (105 days)	rna	encode	encode-rna	.
6480	ENCFF962EZE+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6481	RNA:Panc1	rna	encode	encode-rna	+
6482	ENCFF310GNU+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6483	RNA:lung tissue female adult (30 years)	rna	encode	encode-rna	+
6484	ENCFF849ELK+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6485	RNA:astrocyte	rna	encode	encode-rna	+
6486	ENCFF568EVH+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6487	RNA:posterior vena cava tissue female adult (47 years)	rna	encode	encode-rna	+
6488	ENCFF198IBF+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6489	RNA:Right ventricle myocardium superior tissue male adult (60 years)	rna	encode	encode-rna	+
6490	ENCFF565QRM+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6491	RNA:right lobe of liver tissue female adult (41 years)	rna	encode	encode-rna	+
6492	ENCFF117HUT+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6493	RNA:SK-N-DZ treated with dimethyl sulfoxide for 72 hours	rna	encode	encode-rna	+
6494	ENCFF105TXB+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6495	RNA:ovary tissue female adult (46 years)	rna	encode	encode-rna	+
6496	ENCFF688KBA	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6496	RNA:muscle of leg tissue male embryo (105 days)	rna	encode	encode-rna	.
6497	ENCFF477AQU+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6498	RNA:vagina tissue female adult (53 years)	rna	encode	encode-rna	+
6499	ENCFF561SVV+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6500	RNA:adrenal gland tissue female adult (30 years)	rna	encode	encode-rna	+
6501	ENCFF769QDV+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6502	RNA:ovary tissue female adult (59 years)	rna	encode	encode-rna	+
6503	ENCFF908IDY+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6504	RNA:HFFc6	rna	encode	encode-rna	+
6505	ENCFF261GFJ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6506	RNA:luminal epithelial cell of mammary gland female adult (22 years)	rna	encode	encode-rna	+
6507	ENCFF509OMC+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6508	RNA:posterior vena cava tissue female adult (59 years)	rna	encode	encode-rna	+
6509	ENCFF246RCD	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6509	RNA:small intestine tissue female embryo (108 days)	rna	encode	encode-rna	.
6510	ENCFF359ATD+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6511	RNA:subcutaneous adipose tissue tissue female adult (51 years)	rna	encode	encode-rna	+
6512	ENCFF535NFF+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6513	RNA:CD8-positive, alpha-beta T cell male adult (21 years)	rna	encode	encode-rna	+
6514	ENCFF782HFV+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6515	RNA:GM12878	rna	encode	encode-rna	+
6516	ENCFF259EXX	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6516	RNA:naive thymus-derived CD8-positive, alpha-beta T cell	rna	encode	encode-rna	.
6517	ENCFF969VXC+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6518	RNA:activated naive CD4-positive, alpha-beta T cell male adult (43 years)	rna	encode	encode-rna	+
6519	ENCFF296KUU+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6520	RNA:H1 and endodermal cell	rna	encode	encode-rna	+
6521	ENCFF669TRH+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6522	RNA:omental fat pad tissue female adult (51 years)	rna	encode	encode-rna	+
6523	ENCFF900MLZ	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6523	RNA:thymus tissue female embryo (98 days)	rna	encode	encode-rna	.
6524	ENCFF664RDQ	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6524	RNA:with multiple sclerosis; naive thymus-derived CD8-positive, alpha-beta T cell	rna	encode	encode-rna	.
6525	ENCFF881ITI	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6525	RNA:left renal pelvis tissue male embryo (105 days)	rna	encode	encode-rna	.
6526	ENCFF219KLR	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6526	RNA:K562 treated with 5 uM MB-3 for 24 hours	rna	encode	encode-rna	.
6527	ENCFF695GPR+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6528	RNA:NCI-H460	rna	encode	encode-rna	+
6529	ENCFF179DDD	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6529	RNA:K562 treated with 5 uM MB-3 for 4 hours	rna	encode	encode-rna	.
6530	ENCFF013IKJ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6531	RNA:pancreas tissue female adult (61 years)	rna	encode	encode-rna	+
6532	ENCFF681MQA	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6532	RNA:WTC11 genetically modified (insertion) using TALEN inserting M. musculus Neurog2	rna	encode	encode-rna	.
6533	ENCFF686YTX+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6534	RNA:HT1080 cytosolic fraction	rna	encode	encode-rna	+
6535	ENCFF995NEF	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6535	RNA:naive thymus-derived CD8-positive, alpha-beta T cell	rna	encode	encode-rna	.
6536	ENCFF992HAP+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6537	RNA:mesothelial cell of epicardium	rna	encode	encode-rna	+
6538	ENCFF154TLD	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6538	RNA:muscle of leg tissue male embryo (113 days)	rna	encode	encode-rna	.
6539	ENCFF199BDG	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6539	RNA:thymus tissue male embryo (97 days)	rna	encode	encode-rna	.
6540	ENCFF060EGL+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6541	RNA:trophoblast tissue male embryo (38 weeks)	rna	encode	encode-rna	+
6542	ENCFF817FWU	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6542	RNA:right lung tissue male embryo (96 days)	rna	encode	encode-rna	.
6543	ENCFF014YFU+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6544	RNA:CD4-positive, alpha-beta memory T cell male adult (43 years)	rna	encode	encode-rna	+
6545	ENCFF581ZGH+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6546	RNA:HepG2	rna	encode	encode-rna	+
6547	ENCFF741HPN+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6548	RNA:esophagus muscularis mucosa tissue male adult (37 years)	rna	encode	encode-rna	+
6549	ENCFF837ZJA+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6550	RNA:mucosa of descending colon tissue female adult (61 years)	rna	encode	encode-rna	+
6551	ENCFF542TGZ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6552	RNA:aorta tissue female adult (41 years)	rna	encode	encode-rna	+
6553	ENCFF046XIT+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6554	RNA:fibroblast of breast female adult (17 years)	rna	encode	encode-rna	+
6555	ENCFF371QSS+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6556	RNA:spleen tissue female adult (51 years)	rna	encode	encode-rna	+
6557	ENCFF574YPE	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6557	RNA:K562 treated with 5 uM JQ1 for 12 hours	rna	encode	encode-rna	.
6558	ENCFF826YBE+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6559	RNA:fibroblast of breast female adult (26 years)	rna	encode	encode-rna	+
6560	ENCFF424DIT+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6561	RNA:middle frontal area 46 tissue female adult (90 or above years)	rna	encode	encode-rna	+
6562	ENCFF346QDJ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6563	RNA:mesangial cell NONE and female embryo (21 weeks)	rna	encode	encode-rna	+
6564	ENCFF117JSP+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6565	RNA:SK-MEL-5 nuclear fraction	rna	encode	encode-rna	+
6566	ENCFF290PRJ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6567	RNA:adrenal gland tissue female child (16 years)	rna	encode	encode-rna	+
6568	ENCFF767NPP+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6569	RNA:colonic mucosa tissue female adult (41 years)	rna	encode	encode-rna	+
6570	ENCFF693TJD	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6570	RNA:renal pelvis tissue female embryo (105 days)	rna	encode	encode-rna	.
6571	ENCFF117CTU	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6571	RNA:K562 treated with 25 uM Galeterone for 4 hours	rna	encode	encode-rna	.
6572	ENCFF259TIE	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6572	RNA:with multiple sclerosis; naive thymus-derived CD8-positive, alpha-beta T cell	rna	encode	encode-rna	.
6573	ENCFF064TTU	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6573	RNA:kidney tissue female embryo (105 days)	rna	encode	encode-rna	.
6574	ENCFF772RIQ	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6574	RNA:CD4-positive, CD25-positive, alpha-beta regulatory T cell	rna	encode	encode-rna	.
6575	ENCFF648RBX	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6575	RNA:left lung tissue male embryo (96 days)	rna	encode	encode-rna	.
6576	ENCFF057IIF	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6576	RNA:K562 treated with 10 nM Bortezomib for 48 hours	rna	encode	encode-rna	.
6577	ENCFF470OCI+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6578	RNA:myoepithelial cell of mammary gland female adult (22 years)	rna	encode	encode-rna	+
6579	ENCFF103EZF+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6580	RNA:right lobe of liver tissue female adult (53 years)	rna	encode	encode-rna	+
6581	ENCFF367DUO	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6581	RNA:thymus tissue female embryo (113 days)	rna	encode	encode-rna	.
6582	ENCFF128YXB+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6583	RNA:right lobe of liver tissue female child (16 years)	rna	encode	encode-rna	+
6584	ENCFF401TVK	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6584	RNA:naive thymus-derived CD8-positive, alpha-beta T cell	rna	encode	encode-rna	.
6585	ENCFF155PJH+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6586	RNA:astrocyte	rna	encode	encode-rna	+
6587	ENCFF625DRX+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6588	RNA:adipose tissue tissue female adult (63 years)	rna	encode	encode-rna	+
6589	ENCFF312VKB	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6589	RNA:smooth muscle cell originated from H9	rna	encode	encode-rna	.
6590	ENCFF837FLM+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6591	RNA:thyroid gland tissue female adult (53 years)	rna	encode	encode-rna	+
6592	ENCFF641YCY	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6592	RNA:muscle of back tissue female embryo (85 days)	rna	encode	encode-rna	.
6593	ENCFF008UXK+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6594	RNA:activated CD8-positive, alpha-beta memory T cell male adult (30 years)	rna	encode	encode-rna	+
6595	ENCFF503NGO+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6596	RNA:placenta tissue male embryo	rna	encode	encode-rna	+
6597	ENCFF403DKN+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6598	RNA:neural progenitor cell originated from H9	rna	encode	encode-rna	+
6599	ENCFF908VIH+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6600	RNA:HepG2	rna	encode	encode-rna	+
6601	ENCFF381OQK+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6602	RNA:chorion tissue embryo (16 weeks)	rna	encode	encode-rna	+
6603	ENCFF645AYP+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6604	RNA:heart right ventricle tissue female adult (46 years)	rna	encode	encode-rna	+
6605	ENCFF196LHX+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6606	RNA:Daoy	rna	encode	encode-rna	+
6607	ENCFF770TOE+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6608	RNA:SK-N-DZ nuclear fraction	rna	encode	encode-rna	+
6609	ENCFF615IJV+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6610	RNA:neurosphere embryo (15 weeks) originated from cortex	rna	encode	encode-rna	+
6611	ENCFF666KUJ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6612	RNA:Peyer's patch tissue male adult (54 years)	rna	encode	encode-rna	+
6613	ENCFF239BUM+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6614	RNA:spleen tissue female adult (59 years)	rna	encode	encode-rna	+
6615	ENCFF744TRY+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6616	RNA:foreskin fibroblast male newborn	rna	encode	encode-rna	+
6617	ENCFF583FIC	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6617	RNA:K562 treated with 10 uM AR-42 for 4 hours	rna	encode	encode-rna	.
6618	ENCFF946ZPT	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6618	RNA:with multiple sclerosis; CD14-positive monocyte	rna	encode	encode-rna	.
6619	ENCFF393ZMQ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6620	RNA:activated CD8-positive, alpha-beta T cell male adult (21 years) treated with anti-CD3 and anti-CD28 coated beads	rna	encode	encode-rna	+
6621	ENCFF315BLU	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6621	RNA:spleen tissue embryo (112 days)	rna	encode	encode-rna	.
6622	ENCFF313KNT	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6622	RNA:CD4-positive, alpha-beta memory T cell	rna	encode	encode-rna	.
6623	ENCFF474WFJ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6624	RNA:right cardiac atrium tissue female adult (46 years)	rna	encode	encode-rna	+
6625	ENCFF670MHR+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6626	RNA:endodermal cell	rna	encode	encode-rna	+
6627	ENCFF864IDH+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6628	RNA:sigmoid colon tissue male adult (21 years)	rna	encode	encode-rna	+
6629	ENCFF506SFB+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6630	RNA:keratinocyte female	rna	encode	encode-rna	+
6631	ENCFF533JTF+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6632	RNA:endocrine pancreas tissue adult (59 years)	rna	encode	encode-rna	+
6633	ENCFF281UGH+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6634	RNA:tibial nerve tissue female adult (51 years)	rna	encode	encode-rna	+
6635	ENCFF637ZBG+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6636	RNA:brain tissue female adult (66 years)	rna	encode	encode-rna	+
6637	ENCFF587USA+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6638	RNA:with Alzheimer's disease, Cognitive impairment; middle frontal area 46 tissue male adult (73 years)	rna	encode	encode-rna	+
6639	ENCFF392DAR+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6640	RNA:mesenchymal stem cell originated from H1	rna	encode	encode-rna	+
6641	ENCFF037OMX+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6642	RNA:adrenal gland tissue male adult (37 years)	rna	encode	encode-rna	+
6643	ENCFF565FPI+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6644	RNA:lung tissue male child (3 years)	rna	encode	encode-rna	+
6645	ENCFF496QEP	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6645	RNA:CD8-positive, alpha-beta memory T cell	rna	encode	encode-rna	.
6646	ENCFF547YEW+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6647	RNA:stimulated activated CD8-positive, alpha-beta T cell male adult (21 years) treated with 10 ng/mL Interleukin-2, anti-CD3 and anti-CD28 coated beads	rna	encode	encode-rna	+
6648	ENCFF295JCA	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6648	RNA:large intestine tissue male embryo (115 days)	rna	encode	encode-rna	.
6649	ENCFF719RAL	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6649	RNA:K562 treated with 10 nM Bortezomib for 12 hours	rna	encode	encode-rna	.
6650	ENCFF189MNY+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6651	RNA:placenta tissue male embryo	rna	encode	encode-rna	+
6652	ENCFF634JRF+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6653	RNA:middle frontal area 46 tissue female adult (79 years)	rna	encode	encode-rna	+
6654	ENCFF960QLH+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6655	RNA:SK-MEL-5 cytosolic fraction	rna	encode	encode-rna	+
6656	ENCFF185NBE+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6657	RNA:endodermal cell	rna	encode	encode-rna	+
6658	ENCFF986WTF+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6659	RNA:neural cell originated from H1	rna	encode	encode-rna	+
6660	ENCFF030JXK+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6661	RNA:with Alzheimer's disease; middle frontal area 46 tissue female adult (90 or above years)	rna	encode	encode-rna	+
6662	ENCFF713REM	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6662	RNA:cardiac muscle cell originated from RUES2	rna	encode	encode-rna	.
6663	ENCFF151AEP	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6663	RNA:CD4-positive, alpha-beta memory T cell	rna	encode	encode-rna	.
6664	ENCFF145OAS+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6665	RNA:stomach tissue male adult (54 years)	rna	encode	encode-rna	+
6666	ENCFF430DVF+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6667	RNA:CD4-positive, alpha-beta memory T cell male adult (43 years)	rna	encode	encode-rna	+
6668	ENCFF047KOP+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6669	RNA:GM12878	rna	encode	encode-rna	+
6670	ENCFF557CLI	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6670	RNA:K562 treated with 7.5 nM Panobinostat for 48 hours	rna	encode	encode-rna	.
6671	ENCFF119XJG	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6671	RNA:muscle of arm tissue male embryo (127 days)	rna	encode	encode-rna	.
6672	ENCFF624DSV+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6673	RNA:T-cell male adult (42 years)	rna	encode	encode-rna	+
